date,steps,calories,distance,activity_id
1970-02-22,200.0,4076506,15000.0,9b97dbbe68966a09
1970-02-22,200.0,354844,0.0,946e3f806baf80c8
1970-02-22,200.0,9562481,5459000.0,0a73c872a5f14408
1970-02-22,200.0,2424988,1000.0,7a95b30d619be9bf
1970-02-22,200.0,644854,0.0,08cf91f93876e4fc
1970-02-22,200.0,4955377,158000.0,711d692f0574184b
1970-02-22,200.0,8004444,0.0,2fc2c1a2248b0b38
1970-02-22,200.0,9251150,17000.0,b10e842866433f7d
1970-02-22,200.0,231449,0.0,dc2811048a2307f6
1970-02-22,200.0,188761,0.0,c3557e904402e033
1970-02-22,200.0,545872,0.0,830ca26a6508b7a3
1970-02-22,200.0,3685894,7000.0,a36e6d4e17aca7ae
1970-02-22,200.0,1431223,0.0,5314104c660499a1
1970-02-22,200.0,886574,0.0,5de17aebd799a6b7
1970-02-22,200.0,0,0.0,3338e02e05c17137
1970-02-22,200.0,2862498,0.0,64607b4772a72733
1970-02-22,200.0,14598904,263000.0,fcb59ec58804ceb0
1970-02-22,200.0,4750126,81000.0,d8720fb7ebd0b1e1
1970-02-22,200.0,5372151,24000.0,fbb2e7d0a8a48e4a
1970-02-22,200.0,7953928,97000.0,32b1929729931a6b
1970-02-22,200.0,1412947,0.0,12bb1e9751922741
1970-02-22,200.0,4593258,0.0,5455b773dbf6ae19
1970-02-22,200.0,509314,0.0,fb664fc1a1d97b3b
1970-02-22,200.0,4135072,164000.0,c01024156830e732
1970-02-22,200.0,4135072,164000.0,c01024156830e732
1970-02-22,200.0,465566,0.0,d10690f2b37d7fb2
1970-02-22,200.0,3604611,0.0,2ad85600589e578f
1970-02-22,200.0,11750576,4556000.0,c1082ba08afaeafe
1970-02-22,200.0,338836,0.0,8d6081b35f405a68
1970-02-22,200.0,460229,0.0,a7756981c6616be4
1970-02-22,200.0,3168575,0.0,4ea7945265645500
1970-02-22,200.0,4142940,0.0,8475d466f46f1153
1970-02-22,200.0,3541890,89000.0,2535397b2fac960e
1970-02-22,200.0,9414515,232000.0,f73bc73d2d99922d
1970-02-22,200.0,16096233,4301000.0,8bb8837785fd21c8
1970-02-22,200.0,1082511,0.0,3a7b40f6c3dac983
1970-02-22,200.0,1524251,0.0,4529525f22d80f70
1970-02-22,200.0,13165944,350000.0,da578a521047985c
1970-02-22,200.0,6147267,68000.0,334bfee86672710f
1970-02-22,200.0,501182,0.0,6e9cc94a60bbc10c
1970-02-22,200.0,1703038,0.0,e1de54baab1c0b58
1970-02-22,200.0,797595,0.0,a3d6aa68df84afa3
1970-02-22,200.0,572415,0.0,8b75ef81fed7448f
1970-02-22,200.0,178089,0.0,afea47ce2fe61027
1970-02-22,200.0,112056,0.0,3ef240d283ca792d
1970-02-22,200.0,318159,0.0,edfca122de7afea8
1970-02-22,200.0,1019330,0.0,61683c08a2386cac
1970-02-22,200.0,3044308,4000.0,348333c8959a4172
1970-02-22,200.0,304819,0.0,df067924bb2c982a
1970-02-22,200.0,550271,0.0,14e51c1580d48f2d
1970-02-22,200.0,339503,0.0,37aa4ef193b480ce
1970-02-22,200.0,9172952,4380000.0,98f54bf3bf717b78
1970-02-22,200.0,10591048,3883000.0,b1cfaa877a96b31c
1970-02-22,200.0,4759842,38000.0,aac7ae6a837a03c1
1970-02-22,200.0,13987341,4831000.0,cc5c153dc5d139a6
1970-02-22,200.0,4317808,6000.0,735d76ba02e07c96
1970-02-22,200.0,170885,0.0,b71b320d01965a77
1970-02-22,200.0,649251,0.0,a4f06668c477a24d
1970-02-22,200.0,11280091,5965000.0,3a8c5030c91e349a
1970-02-22,200.0,4696092,87000.0,fbfe35dbb103fa1b
1970-02-22,200.0,11083355,5317000.0,923b5a00fd027a4b
1970-02-22,200.0,12389973,4011000.0,9f3605c996a45a68
1970-02-22,200.0,4814529,56000.0,e6c02094719229fc
1970-02-22,200.0,6223567,26000.0,690b30e9cb78e43a
1970-02-22,200.0,11756167,3881000.0,54208bad95d12313
1970-02-22,200.0,7272582,107000.0,9b602e04614fdf7d
1970-02-22,200.0,2766325,18000.0,87abef6ad4583f9b
1970-02-22,200.0,372182,0.0,3661efca44089d38
1970-02-22,200.0,15249872,4172000.0,e1c65807950a5b43
1970-02-22,200.0,4243658,0.0,83f9d336eeb0c3d5
1970-02-22,200.0,324295,0.0,eb292927ee22504e
1970-02-22,200.0,13871736,3861000.0,51e9ecc1fb85589b
1970-02-22,200.0,6395761,100000.0,4e1b2d79b7bec5c8
1970-02-22,200.0,3253821,1000.0,af372bf930b95016
1970-02-22,200.0,11908420,5931000.0,254943ee7cb4e3f2
1970-02-22,200.0,507974,0.0,d066f364d2dd253d
1970-02-22,200.0,5210307,0.0,c7d2f8d7c44820e4
1970-02-22,200.0,0,0.0,dd255c248fad1207
1970-02-22,200.0,24679,0.0,f71857cd9579fb8e
1970-02-22,200.0,514924,0.0,1d44c965055d1458
1970-02-22,200.0,9855013,278000.0,734cbad128d21834
1970-02-22,200.0,669668,0.0,4434e1963d08bbaf
1970-02-22,200.0,1072000,0.0,4d29dfd9723b744b
1970-02-22,200.0,5673981,75000.0,91c08285d3416fa5
1970-02-22,200.0,12296856,4608000.0,05d434fe8080929e
1970-02-22,200.0,579989,0.0,9c668691efb2481a
1970-02-22,200.0,177955,0.0,6090e661a07a1086
1970-02-22,200.0,1938958,0.0,ad471135af295bea
1970-02-22,200.0,5211915,0.0,f127b8e8e73563dd
1970-02-22,200.0,4579977,0.0,de1b87e587e44ec0
1970-02-22,200.0,2202976,0.0,dd06eba2a0c77582
1970-02-22,200.0,5296473,0.0,fe8341b6b58dae54
1970-02-22,200.0,273870,0.0,842fa576ae8cfeed
1970-02-22,200.0,2164404,0.0,6fc650403c044a4f
1970-02-22,200.0,3409766,0.0,71ce35e3ce36326b
1970-02-22,200.0,9504198,0.0,19685096ae97f9f6
1970-02-22,200.0,4142035,0.0,5ddb5b6e9dc50f2b
1970-02-22,200.0,11641875,3320000.0,124be4d5a80ddbdb
1970-02-22,200.0,6784808,163000.0,e57d793efa88c5d7
1970-02-22,200.0,2122609,0.0,71a992b916cc836e
1970-02-22,200.0,11680314,6129000.0,170170055efd475c
1970-02-22,200.0,190762,0.0,2d6158c7a3df103c
1970-02-22,200.0,2690174,89000.0,9b9371374c32cc3f
1970-02-22,200.0,233450,0.0,e1f90570af288a08
1970-02-22,200.0,3809453,0.0,5dca621cf0525ae8
1970-02-22,200.0,14513463,0.0,2e8e56888fd19ab1
1970-02-22,200.0,10877394,0.0,7372bca77103685b
1970-02-22,200.0,641654,0.0,a9cc313d9900fad9
1970-02-22,200.0,3525905,0.0,48e0f0ac33fb3255
1970-02-22,200.0,11411441,0.0,a7f2589ce3af366a
1970-02-22,200.0,314290,0.0,3cb3a52c703cca61
1970-02-22,200.0,1457970,0.0,7fa7f3de599efadf
1970-02-22,200.0,5561902,0.0,df9fe931893fa558
1970-02-22,200.0,7864235,0.0,99cbc805b8402baa
1970-02-22,200.0,13730245,0.0,1d3b57a5dd277dfd
1970-02-22,200.0,367648,0.0,430ee7df067c43ca
1970-02-22,200.0,13866029,0.0,7ff019e531d272b4
1970-02-22,200.0,7181248,0.0,2921aac85da35e14
1970-02-22,200.0,845696,0.0,ae508b1b784e39b4
1970-02-22,200.0,297579,0.0,12e89b3e8bf66a3d
1970-02-22,200.0,2445586,0.0,00b5f9c32b97a9d3
1970-02-22,200.0,12704848,5411000.0,82884d7deb4a6dad
1970-02-22,200.0,5189365,7000.0,9f4359967858ac03
1970-02-22,200.0,6729769,42000.0,86a3bd001df29e36
1970-02-22,200.0,848866,0.0,b0213a47a1e77b72
1970-02-22,200.0,246790,0.0,987805622f6569c7
1970-02-22,200.0,870102,0.0,44936b9dfef0dd2a
1970-02-22,200.0,1240245,0.0,8cd97c81c31687d7
1970-02-22,200.0,3578852,0.0,84a025e66ab2de39
1970-02-22,200.0,167417,0.0,a25da49c88be036a
1970-02-22,200.0,20577765,232000.0,21dbc81a58201c81
1970-02-22,200.0,6723626,1320000.0,6a80f66026db1dcc
1970-02-22,200.0,2958740,31000.0,5c5aa78b6263119c
1970-02-22,200.0,1749041,0.0,3dd8e91b751950b8
1970-02-22,200.0,6698436,130000.0,82c8e45427f43dd7
1970-02-22,200.0,3017869,0.0,4e002e4a216dc691
1970-02-22,200.0,1904383,0.0,81cca3a9ffa91f71
1970-02-22,200.0,2412500,0.0,037998aa2855ddab
1970-02-22,200.0,13763044,4121000.0,66536163dcd107d2
1970-02-22,200.0,392431,0.0,ab20e24cd23774e0
1970-02-22,200.0,150742,0.0,f1f19f54c7e1c246
1970-02-22,200.0,2441475,0.0,33c33e55579117f7
1970-02-22,200.0,793730,0.0,927ff49b77483242
1970-02-22,200.0,677002,0.0,014883890f7b8523
1970-02-22,200.0,189428,0.0,19487189032c6656
1970-02-22,200.0,288144,0.0,8c979d344d064efb
1970-02-22,200.0,498219,0.0,4165252eea7f143e
1970-02-22,200.0,964450,0.0,dff50346530c7be0
1970-02-22,200.0,1744144,0.0,c89c92e28a49032c
1970-02-22,200.0,815337,0.0,635bb73add242a00
1970-02-22,200.0,456228,0.0,19e9577771b4c301
1970-02-22,200.0,18423948,5358000.0,bee80bd7895070e9
1970-02-22,200.0,15666138,5520000.0,7d1d43211e1b91fa
1970-02-22,200.0,6971183,284000.0,38b41a18a992c4a2
1970-02-22,200.0,13696619,77000.0,ca0aaf20f2a43a98
1970-02-22,200.0,2505611,0.0,88ca750a5bc56438
1970-02-22,200.0,17077963,148000.0,86b36c0e9d197c0b
1970-02-22,200.0,14972046,187000.0,66417e34a8ff2cbf
1970-02-22,200.0,10514117,37000.0,e70421595977bd3e
1970-02-22,200.0,864027,0.0,096f17cd0599063d
1970-02-22,200.0,10416111,3640000.0,250ae58154a6cb35
1970-02-22,200.0,13395503,4243000.0,b53777391603d9f0
1970-02-22,200.0,12420021,4750000.0,374ddcf4dc48ba15
1970-02-22,200.0,848080,1000.0,f3c486b9c5f2cb5b
1970-02-22,200.0,17882071,5110000.0,c24a0311e63993f9
1970-02-22,200.0,7465482,53000.0,b8a310a6ebc0eb0b
1970-02-22,200.0,8028300,222000.0,5b860455c3b89835
1970-02-22,200.0,10914732,126000.0,c5bc3a5f647f23bd
1970-02-22,200.0,624132,0.0,47e9de4cc2c70fd3
1970-02-22,200.0,0,0.0,87028981db3faead
1970-02-22,200.0,16314752,8033000.0,030a01c70bf65309
1970-02-22,200.0,351212,0.0,af4d502a41eee43b
1970-02-22,200.0,9034375,232000.0,9565c7b0ea457b1f
1970-02-22,200.0,6644940,90000.0,848348ac622b4022
1970-02-22,200.0,7355888,23000.0,fe748aca398d6960
1970-02-22,200.0,178756,0.0,2e55f9df2b0545c2
1970-02-22,200.0,4799347,47000.0,eef942490061a342
1970-02-22,200.0,17401524,4898000.0,447a073fac001ddf
1970-02-22,200.0,3033048,0.0,9e9de63a3ad4ad23
1970-02-22,200.0,7902426,240000.0,aeed36fe2e7b94c7
1970-02-22,200.0,4401603,37000.0,538b6d41141a58ce
1970-02-22,200.0,9245032,280000.0,53d3769807423c72
1970-02-22,200.0,5845104,2230000.0,fa2d6a3aa1809265
1970-02-22,200.0,11395147,3825000.0,2d9d19ac707be38a
1970-02-22,200.0,6325434,119000.0,aa201f5ca615cfb4
1970-02-22,200.0,2362838,780000.0,5fc06993a61b5949
1970-02-22,200.0,6934068,154000.0,ab8eaff26266bef2
1970-02-22,200.0,9259657,4279000.0,d65daaf0ed8f8c06
1970-02-22,200.0,4903396,36000.0,24ce7853f7119807
1970-02-22,200.0,4823427,109000.0,995bc6278d469b73
1970-02-22,200.0,3311049,44000.0,76c575c2006ab2d4
1970-02-22,200.0,3332669,0.0,000cbd5f54732d21
1970-02-22,200.0,8043571,283000.0,8ac890341abd8c06
1970-02-22,200.0,4987647,16000.0,8ca37291f97ff651
1970-02-22,200.0,9997233,171000.0,a8acee32a4034ed3
1970-02-22,200.0,12299525,4805000.0,444661a6b29d2046
