date,steps,calories,distance,activity_id
1970-02-22,200.0,12390605,139000.0,80968f4b16afc4d4
1970-02-22,200.0,13346498,3519000.0,0421fb5e1e358f1a
1970-02-22,200.0,678605,0.0,d1b93e306f4f61e9
1970-02-22,200.0,3701346,47000.0,9ba44e27f744772d
1970-02-22,200.0,13942559,4645000.0,265aaefce71aa04f
1970-02-22,200.0,11469337,5657000.0,16f64f8dab8adb1c
1970-02-22,200.0,4730084,91000.0,befc0c245151c273
1970-02-22,200.0,620006,0.0,cd0913a0caedab8d
1970-02-22,200.0,7168782,205000.0,e86fb84099a6328d
1970-02-22,200.0,1026762,0.0,200a3aaf8d1a627d
1970-02-22,200.0,217841,0.0,3888e83de97618f3
1970-02-22,200.0,3129105,24000.0,2e209fee833cd0ae
1970-02-22,200.0,4366062,0.0,d283db6f621a01ca
1970-02-22,200.0,616646,0.0,551e143295d3d60b
1970-02-22,200.0,673003,0.0,365dc245e6d494e2
1970-02-22,200.0,4541997,0.0,dacc13d3b8590d87
1970-02-22,200.0,247723,0.0,4dfb335eea4ebb0a
1970-02-22,200.0,3753581,100000.0,bba92175755d7d14
1970-02-22,200.0,6605848,252000.0,3c1e2a4a1c81dbfb
1970-02-22,200.0,4484011,48000.0,223578cd14d7a569
1970-02-22,200.0,2281063,0.0,6c6ace37455e2dfd
1970-02-22,200.0,266133,0.0,58da21559377ffb0
1970-02-22,200.0,3644503,89000.0,be80ef156a274b6c
1970-02-22,200.0,4473899,52000.0,e1b6985d4faf9afb
1970-02-22,200.0,1237160,0.0,63773abb3e2ce199
1970-02-22,200.0,4176122,0.0,9d893af8742b0754
1970-02-22,200.0,4574256,0.0,df60e2b11f0a2622
1970-02-22,200.0,4232911,1000.0,6b44bbcd7fc10d8e
1970-02-22,200.0,186093,0.0,3155897b603efd7b
1970-02-22,200.0,5848787,0.0,d961204588b1ee7a
1970-02-22,200.0,4929320,32000.0,eb9de5161c061a81
1970-02-22,200.0,273469,0.0,5812281ea5a8134c
1970-02-22,200.0,281473,0.0,17645b53a88119e5
1970-02-22,200.0,435150,0.0,72e5412862238682
1970-02-22,200.0,182091,0.0,ad2fdbb92533a6bd
1970-02-22,200.0,217442,0.0,1efc7402b53971a5
1970-02-22,200.0,44689,0.0,03b53e7ab3865cb9
1970-02-22,200.0,4991330,107000.0,e7fb2109ecfb7e74
1970-02-22,200.0,4272960,0.0,dc60e530581fd5eb
1970-02-22,200.0,12297040,3327000.0,42d244c53f753e56
1970-02-22,200.0,3244183,0.0,df18e22dc4b77a59
1970-02-22,200.0,5350990,84000.0,7ee5aae19b507188
1970-02-22,200.0,7093487,156000.0,dba2b66ed63cefba
1970-02-22,200.0,186493,0.0,7b5abb85653c480e
1970-02-22,200.0,2772548,0.0,aee4d154a7d4fb3a
1970-02-22,200.0,4588584,107000.0,d0b940b223cc0ca6
1970-02-22,200.0,67367,0.0,a46d4f97d86c81fa
1970-02-22,200.0,155144,0.0,5cc7ca76fe3defc2
1970-02-22,200.0,1179122,0.0,9fe62d2b71ac88b2
1970-02-22,200.0,3509596,0.0,86ec47aa98649cb6
1970-02-22,200.0,1586892,0.0,6e4e65e4a38dde30
1970-02-22,200.0,136735,0.0,944af9e9c2aa2022
1970-02-22,200.0,14070810,414000.0,8e3dde34ac17e29a
1970-02-22,200.0,4707136,44000.0,8906d13dacd84a8d
1970-02-22,200.0,4347798,49000.0,15c16ad5cedf2599
1970-02-22,200.0,1198567,0.0,b16811fad67d95ad
1970-02-22,200.0,5541221,19000.0,c9f8bf8c43cf723e
1970-02-22,200.0,222778,0.0,3871b4a6cca50754
1970-02-22,200.0,3705230,0.0,7af53c93aee2644c
1970-02-22,200.0,4453597,10000.0,998c7ee004d2802f
1970-02-22,200.0,5805888,159000.0,b17b7ed8db98b0fb
1970-02-22,200.0,25826884,7054000.0,074ed5a5214a2d82
1970-02-22,200.0,3910471,0.0,32d7cbc065c1b964
1970-02-22,200.0,473434,0.0,f564ed404ae9c080
1970-02-22,200.0,2651846,0.0,bc56f98a2e8a6d57
1970-02-22,200.0,15373635,5753000.0,4e3f5cef03501eaa
1970-02-22,200.0,5770018,35000.0,f18a9c8ee29c8ff8
1970-02-22,200.0,437285,0.0,2516a094eef54c0f
1970-02-22,200.0,19220464,6292000.0,76da0328bd513987
1970-02-22,200.0,4179465,580000.0,263c82ff2489ca4c
1970-02-22,200.0,1642452,0.0,89dc896fd4b56f52
1970-02-22,200.0,20955791,8813000.0,fcc320e9251a3b3c
1970-02-22,200.0,5257247,57000.0,9925150368093781
1970-02-22,200.0,14402383,3458000.0,5f817b091319eb42
1970-02-22,200.0,6225421,109000.0,598c7cd016d7219e
1970-02-22,200.0,8574370,97000.0,4e39c085273d497f
1970-02-22,200.0,7764411,159000.0,f7f3b64dd2c64f2b
1970-02-22,200.0,725829,0.0,3a99e3dbe0cbc77a
1970-02-22,200.0,15885981,5040000.0,8564619f7d8bd28c
1970-02-22,200.0,2542834,0.0,d4a3d9a636072cc5
1970-02-22,200.0,5170995,78000.0,18dd3f301c5f2e69
1970-02-22,200.0,5697308,0.0,57dada0caff35889
1970-02-22,200.0,3769315,0.0,c97874fbf4bdd5ed
1970-02-22,200.0,17565107,5091000.0,2a2453f74b4a9ba3
1970-02-22,200.0,4585670,60000.0,4b5fb354634c9a41
1970-02-22,200.0,12125841,6206000.0,5f83d1f8c22301a7
1970-02-22,200.0,8754540,0.0,a15a86dda25c78dc
1970-02-22,200.0,4964900,26000.0,c49ab19f8dfa9b23
1970-02-22,200.0,7733074,101000.0,733ca88bfed1bd14
1970-02-22,200.0,5309433,70000.0,86acc9bf8b5560a5
1970-02-22,200.0,4145476,30000.0,f045f519290024a6
1970-02-22,200.0,1371498,0.0,0a20967da8e62d19
1970-02-22,200.0,6356849,193000.0,cab77e67e1cba596
1970-02-22,200.0,4259834,19000.0,b057749ffe473d99
1970-02-22,200.0,5681890,0.0,0b83d825f9ff6678
1970-02-22,200.0,393514,0.0,8769266729e502af
1970-02-22,200.0,1783435,0.0,1ead8d638448e4a5
1970-02-22,200.0,5799882,48000.0,bd7e2012479d3d68
1970-02-22,200.0,147940,0.0,769401e087a903e4
1970-02-22,200.0,310416,0.0,ae887e5d3f8b5e83
1970-02-22,200.0,1111602,0.0,4b6ed7af38ef71b2
1970-02-22,200.0,24989955,10316000.0,eee43e2b0af66a00
1970-02-22,200.0,8153891,203000.0,7092241dc960575f
1970-02-22,200.0,6837572,48000.0,c2f89b339f336cd7
1970-02-22,200.0,4494753,45000.0,3acf32b2576d395d
1970-02-22,200.0,3986519,23000.0,ffafb688806b7dee
1970-02-22,200.0,1231770,0.0,af2fc7337c0fdc19
1970-02-22,200.0,1365270,0.0,7fa5daff10a892ce
1970-02-22,200.0,1022389,0.0,e791b7d8cd446f05
1970-02-22,200.0,18442312,4872000.0,84529ec57f25fd11
1970-02-22,200.0,5876799,40000.0,f51b135794c22e20
1970-02-22,200.0,422208,0.0,5b753ce57753a2b9
1970-02-22,200.0,11826627,3296000.0,b9cf153727f7736d
1970-02-22,200.0,3729882,0.0,de0d5728e38eeb08
1970-02-22,200.0,1773018,0.0,8633e1eafe097010
1970-02-22,200.0,6539294,51000.0,298271e97410f512
1970-02-22,200.0,14997569,3846000.0,2bb3c69608ae971c
1970-02-22,200.0,5416136,82000.0,7a4a9cfd782d74db
1970-02-22,200.0,172753,0.0,00f5a543c9dd3573
1970-02-22,200.0,17119580,2934000.0,745d47d380546388
1970-02-22,200.0,293880,0.0,550d13a6b8a38931
1970-02-22,200.0,4224081,0.0,e75a6b376fca4e8a
1970-02-22,200.0,4439851,18000.0,1851c6654e1c06ad
1970-02-22,200.0,5658598,232000.0,4fb3254548c89558
1970-02-22,200.0,6210590,106000.0,8664027020698cc3
1970-02-22,200.0,15923457,3735000.0,a85ce7036530bc9f
1970-02-22,200.0,8963477,211000.0,efdcf0218efda396
1970-02-22,200.0,2228209,0.0,09c1734987e63fd1
1970-02-22,200.0,2350447,0.0,7ed09510ac864141
1970-02-22,200.0,6316894,28000.0,a5d8876010305ffb
1970-02-22,200.0,6319425,396000.0,7b701855acb8ebc8
1970-02-22,200.0,6698897,145000.0,4b9a4e630b3972eb
1970-02-22,200.0,5668183,193000.0,ea9a94a59eaac8fb
1970-02-22,200.0,432749,0.0,01f9f4ff9ed04185
1970-02-22,200.0,13212366,3430000.0,6eaed366334cc069
1970-02-22,200.0,4644865,26000.0,476806d15d5c6eb6
1970-02-22,200.0,15640965,4347000.0,b9a9a16eb9f6a003
1970-02-22,200.0,14960600,22000.0,4ef00a619a317efd
1970-02-22,200.0,7637275,29000.0,eaa13ce0e7e708f2
1970-02-22,200.0,9994745,212000.0,66dc603345601dac
1970-02-22,200.0,10292615,25000.0,154e16cb13934dbb
1970-02-22,200.0,6961404,0.0,06b80ed88dd327d6
1970-02-22,200.0,9940279,68000.0,adcf056a83f8686e
1970-02-22,200.0,9208275,0.0,0657bf2119fea3ea
1970-02-22,200.0,1276500,0.0,f306b282210394a8
1970-02-22,200.0,10733299,4280000.0,69ae99529dc69c5f
1970-02-22,200.0,4681110,51000.0,22383ae3eb9ea65b
1970-02-22,200.0,7237633,51000.0,847766d023873b8a
1970-02-22,200.0,6321890,67000.0,dd0723312bc8c43e
1970-02-22,200.0,12432682,3299000.0,b7fd653488a01630
1970-02-22,200.0,5167964,66000.0,3acd24e5b369ad77
1970-02-22,200.0,1886027,0.0,bf80e1c6bd5d1c36
1970-02-22,200.0,5723990,17000.0,baea31475f87ce1a
1970-02-22,200.0,13660599,4321000.0,73e0ea9dfa88fb5a
1970-02-22,200.0,3321006,10000.0,9c19c59f4c1d0595
1970-02-22,200.0,12316706,4000000.0,43a916344c8f2bd3
1970-02-22,200.0,9260422,3350000.0,cd9b09d6a2bb157d
1970-02-22,200.0,331230,0.0,2ddc6a5b80aed890
1970-02-22,200.0,100050,0.0,7b823e2e6bd3dbc4
1970-02-22,200.0,13900352,3929000.0,0a0e7b9310e23777
1970-02-22,200.0,4773538,0.0,d09ca8317e4ec52e
1970-02-22,200.0,1750273,0.0,e01f5ac2cb30b579
1970-02-22,200.0,9929461,4680000.0,a9a7e5503bd1ebdb
1970-02-22,200.0,2168532,0.0,1d361b7697dcfe03
1970-02-22,200.0,201434,0.0,6ba2befc1593f3f1
1970-02-22,200.0,4021167,0.0,fcd6822c051f7075
1970-02-22,200.0,5724300,71000.0,3f9b0173f6e22596
1970-02-22,200.0,11371649,5680000.0,f25c29d91ff469f7
1970-02-22,200.0,4013151,55000.0,ce8f47ebbe42b111
1970-02-22,200.0,3155558,24000.0,c3b7c89e3a1ef325
1970-02-22,200.0,2301079,0.0,b05f4e728a8356a5
1970-02-22,200.0,3436145,13000.0,75b6653dc4fb289a
1970-02-22,200.0,387659,0.0,49d937b81c656916
1970-02-22,200.0,1836234,0.0,d5705e627d1104d9
1970-02-22,200.0,8141209,1840000.0,e51020c72acaabd5
1970-02-22,200.0,1890539,0.0,b5eed46642655c68
1970-02-22,200.0,383521,0.0,a5ec58cf0b6369b1
1970-02-22,200.0,228378,0.0,91e3357525762c2a
1970-02-22,200.0,4442146,0.0,426ad31bf6fbe1d7
1970-02-22,200.0,9046537,4608000.0,64501605f76ddb3a
1970-02-22,200.0,4766978,120000.0,f45eacc84840d5b9
1970-02-22,200.0,13958791,4560000.0,a0f65aae01bcc4b3
1970-02-22,200.0,12267316,1205000.0,934fbdc134572685
1970-02-22,200.0,302147,0.0,6646fde17ad8d0c3
1970-02-22,200.0,5535940,149000.0,10385d74b3a981cb
1970-02-22,200.0,146073,0.0,bf0b637cfd7ffc59
1970-02-22,200.0,3963176,0.0,443d8fc396951c03
1970-02-22,200.0,5023918,59000.0,648bbe074b03bd1a
1970-02-22,200.0,5304420,60000.0,b54475ede44ec35f
1970-02-22,200.0,3686405,3000.0,1fd13cc5d264ee37
1970-02-22,200.0,13693415,1026000.0,e44264ad06913a8b
1970-02-22,200.0,6470898,171000.0,b9ab61a1df214193
1970-02-22,200.0,7192464,170000.0,aebbc39c5f0a0eab
1970-02-22,200.0,756105,0.0,388b69bd7fea0e3e
1970-02-22,200.0,3716425,185000.0,5828bcefac0a9daf
1970-02-22,200.0,13970642,3315000.0,64638f9e1697b54b
1970-02-22,200.0,7441360,125000.0,0a7e562ece81d7ab
1970-02-22,200.0,8885219,43000.0,0fe112a0d29bc0d3
1970-02-22,200.0,7430173,167000.0,4d8f895dbcb7c0c1
1970-02-22,200.0,4522625,138000.0,17d67703734948ea
1970-02-22,200.0,7449063,54000.0,b8c64479b068c483
1970-02-22,200.0,253321,0.0,a39cc011847ecd1c
1970-02-22,200.0,7088013,167000.0,ddd8eef4dc7f49d1
1970-02-22,200.0,12452244,5840000.0,d8984c9758286c2c
1970-02-22,200.0,4954106,67000.0,105c674ff1031d7b
1970-02-22,200.0,8705161,30000.0,29bfaadd195f7608
1970-02-22,200.0,5146546,0.0,b2a190e92f649298
1970-02-22,200.0,450755,0.0,eecd7f4568f1184c
1970-02-22,200.0,812938,0.0,9ff6de251f6e4d01
1970-02-22,200.0,8175382,3560000.0,22fbb6da45646d7a
1970-02-22,200.0,4368289,0.0,2224377f43e6fd2a
1970-02-22,200.0,3149040,74000.0,b0facdf73fb68a04
1970-02-22,200.0,3108428,800000.0,a99eca0895c0e638
1970-02-22,200.0,2373867,8000.0,aa09108a8afc4e01
1970-02-22,200.0,2018711,0.0,d7a7b2842ee076b7
1970-02-22,200.0,4850116,162000.0,f3aeb6eb7af4ef82
1970-02-22,200.0,5296904,81000.0,14dd4440c9f4dc91
1970-02-22,200.0,5195081,146000.0,cc2c314e148d394c
1970-02-22,200.0,8462536,164000.0,b3fa30c1a7cfdc87
1970-02-22,200.0,660997,0.0,724992dd42f21750
1970-02-22,200.0,8024171,67000.0,587df7ad183c9147
1970-02-22,200.0,629647,0.0,905e8e11b8a10f26
1970-02-22,200.0,483575,0.0,48dba4a521ac473a
1970-02-22,200.0,619371,0.0,131d80efcd469489
1970-02-22,200.0,4043308,12000.0,062fa9113c2d9dd9
1970-02-22,200.0,6300655,52000.0,4225a7b89fffe9a8
1970-02-22,200.0,356178,0.0,b8879d69b564c464
1970-02-22,200.0,694346,0.0,bf3e387cc1d182b9
1970-02-22,200.0,4270280,0.0,c398d7a5a47e6918
1970-02-22,200.0,390595,0.0,b600a2622659a39b
1970-02-22,200.0,9446759,245000.0,e3ed4b69adf20843
1970-02-22,200.0,9673709,424000.0,7516082f33dfcca1
1970-02-22,200.0,4441605,49000.0,4584b3eff017c1ef
1970-02-22,200.0,4202904,51000.0,b5e24dd8748aaddd
1970-02-22,200.0,465566,0.0,acb711d0a52b21c7
1970-02-22,200.0,190095,0.0,6201172431410d78
1970-02-22,200.0,14069274,191000.0,c1d5c96b8d1b038f
1970-02-22,200.0,5554897,120000.0,3bac0ea8f680832b
1970-02-22,200.0,15735463,86000.0,a9b063456322fa70
1970-02-22,200.0,2634991,0.0,a1b4e0fe10a3235e
1970-02-22,200.0,5666797,0.0,0d72d56759db1192
1970-02-22,200.0,3183240,0.0,efc388f8490377f4
1970-02-22,200.0,5141827,0.0,cffd15d399e6d378
1970-02-22,200.0,2119991,0.0,3304ff47bb3a9167
1970-02-22,200.0,4149099,45000.0,9720b0f951922ded
1970-02-22,200.0,1619296,0.0,51478c4c5ace1504
1970-02-22,200.0,3592637,70000.0,a72d6ace9440816e
1970-02-22,200.0,3944658,0.0,bddf7e71aebafb67
1970-02-22,200.0,8204845,3000.0,31a472c94f56f576
1970-02-22,200.0,3667738,102000.0,d3b719849eda5a74
1970-02-22,200.0,13538753,593000.0,6295b5e5432913d1
1970-02-22,200.0,22419952,294000.0,a943c022ab5ba2a5
1970-02-22,200.0,2172468,0.0,192b9b7de40e82a3
1970-02-22,200.0,385526,0.0,d8ffde7731e794c7
