date,steps,distance_m,calories,steps_id
1970-02-10,45,,,f65e0d95471c9549
1970-02-10,77,,,c409ee930c1e51d9
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,10,,,c409ee930c1e51d9
1970-02-10,36,,,f65e0d95471c9549
1970-02-10,36,,,c409ee930c1e51d9
1970-02-10,267,,,c409ee930c1e51d9
1970-02-10,227,,,c409ee930c1e51d9
1970-02-10,257,,,c409ee930c1e51d9
1970-02-10,2469,,,c409ee930c1e51d9
1970-02-10,47,,,f65e0d95471c9549
1970-02-10,27,,,f65e0d95471c9549
1970-02-10,2319,,,c409ee930c1e51d9
1970-02-10,294,,,3a51ddb3db340627
1970-02-10,329,,,f65e0d95471c9549
1970-02-10,44,,,3a51ddb3db340627
1970-02-10,212,,,f65e0d95471c9549
1970-02-10,210,,,3a51ddb3db340627
1970-02-10,392,,,f65e0d95471c9549
1970-02-10,47,,,c409ee930c1e51d9
1970-02-10,13,,,c409ee930c1e51d9
1970-02-10,23,,,f65e0d95471c9549
1970-02-10,88,,,c409ee930c1e51d9
1970-02-10,77,,,3a51ddb3db340627
1970-02-10,405,,,c409ee930c1e51d9
1970-02-10,184,,,f65e0d95471c9549
1970-02-10,2060,,,c409ee930c1e51d9
1970-02-10,0,,,f65e0d95471c9549
1970-02-10,262,,,f65e0d95471c9549
1970-02-10,13,,,3a51ddb3db340627
1970-02-10,41,,,c409ee930c1e51d9
1970-02-10,209,,,3a51ddb3db340627
1970-02-10,2,,,3a51ddb3db340627
1970-02-10,288,,,c409ee930c1e51d9
1970-02-10,41,,,f65e0d95471c9549
1970-02-10,207,,,f65e0d95471c9549
1970-02-10,1880,,,3a51ddb3db340627
1970-02-10,10,,,f65e0d95471c9549
1970-02-10,82,,,f445ecf6f36567fe
1970-02-10,45,,,3a51ddb3db340627
1970-02-10,2045,,,3a51ddb3db340627
1970-02-10,5,,,c409ee930c1e51d9
1970-02-10,0,,,36f6dfba41939907
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,2088,,,3a51ddb3db340627
1970-02-10,261,,,36f6dfba41939907
1970-02-10,2241,,,c409ee930c1e51d9
1970-02-10,4,,,3a51ddb3db340627
1970-02-10,70,,,36f6dfba41939907
1970-02-10,70,,,c409ee930c1e51d9
1970-02-10,20,,,36f6dfba41939907
1970-02-10,20,,,c409ee930c1e51d9
1970-02-10,2027,,,3a51ddb3db340627
1970-02-10,19,,,36f6dfba41939907
1970-02-10,2027,,,c409ee930c1e51d9
1970-02-10,0,,,36f6dfba41939907
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,3,,,3a51ddb3db340627
1970-02-10,30,,,36f6dfba41939907
1970-02-10,30,,,c409ee930c1e51d9
1970-02-10,0,,,36f6dfba41939907
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,146,,,3a51ddb3db340627
1970-02-10,197,,,36f6dfba41939907
1970-02-10,207,,,c409ee930c1e51d9
1970-02-10,11,,,3a51ddb3db340627
1970-02-10,29,,,36f6dfba41939907
1970-02-10,29,,,c409ee930c1e51d9
1970-02-10,193,,,3a51ddb3db340627
1970-02-10,116,,,36f6dfba41939907
1970-02-10,5,,,36f6dfba41939907
1970-02-10,181,,,c409ee930c1e51d9
1970-02-10,145,,,c409ee930c1e51d9
1970-02-10,73,,,3a51ddb3db340627
1970-02-10,78,,,3a51ddb3db340627
1970-02-10,9,,,3a51ddb3db340627
1970-02-10,74,,,36f6dfba41939907
1970-02-10,88,,,c409ee930c1e51d9
1970-02-10,0,,,36f6dfba41939907
1970-02-10,9,,,c409ee930c1e51d9
1970-02-10,36,,,3a51ddb3db340627
1970-02-10,115,,,36f6dfba41939907
1970-02-10,100,,,c409ee930c1e51d9
1970-02-10,0,,,36f6dfba41939907
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,207,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,120,,,36f6dfba41939907
1970-02-10,247,,,c409ee930c1e51d9
1970-02-10,0,,,36f6dfba41939907
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,105,,,3a51ddb3db340627
1970-02-10,261,,,36f6dfba41939907
1970-02-10,262,,,c409ee930c1e51d9
1970-02-10,133,,,3a51ddb3db340627
1970-02-10,149,,,36f6dfba41939907
1970-02-10,223,,,c409ee930c1e51d9
1970-02-10,56,,,3a51ddb3db340627
1970-02-10,14,,,36f6dfba41939907
1970-02-10,33,,,c409ee930c1e51d9
1970-02-10,23,,,3a51ddb3db340627
1970-02-10,118,,,36f6dfba41939907
1970-02-10,123,,,c409ee930c1e51d9
1970-02-10,132,,,36f6dfba41939907
1970-02-10,1,,,36f6dfba41939907
1970-02-10,1,,,c409ee930c1e51d9
1970-02-10,1999,,,3a51ddb3db340627
1970-02-10,41,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,2051,,,3a51ddb3db340627
1970-02-10,12,,,f65e0d95471c9549
1970-02-10,114,,,f65e0d95471c9549
1970-02-10,2549,,,c409ee930c1e51d9
1970-02-10,4,,,c409ee930c1e51d9
1970-02-10,39,,,c409ee930c1e51d9
1970-02-10,168,,,f65e0d95471c9549
1970-02-10,33,,,f65e0d95471c9549
1970-02-10,2143,,,3a51ddb3db340627
1970-02-10,0,,,f65e0d95471c9549
1970-02-10,56,,,c409ee930c1e51d9
1970-02-10,113,,,c409ee930c1e51d9
1970-02-10,62,,,3a51ddb3db340627
1970-02-10,57,,,f65e0d95471c9549
1970-02-10,5,,,c409ee930c1e51d9
1970-02-10,238,,,f65e0d95471c9549
1970-02-10,3,,,f65e0d95471c9549
1970-02-10,5,,,3a51ddb3db340627
1970-02-10,4,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,420,,,f65e0d95471c9549
1970-02-10,128,,,3a51ddb3db340627
1970-02-10,2075,,,c409ee930c1e51d9
1970-02-10,7,,,c409ee930c1e51d9
1970-02-10,48,,,c409ee930c1e51d9
1970-02-10,235,,,c409ee930c1e51d9
1970-02-10,12,,,f65e0d95471c9549
1970-02-10,2070,,,c409ee930c1e51d9
1970-02-10,2155,,,c409ee930c1e51d9
1970-02-10,76,,,f65e0d95471c9549
1970-02-10,31,,,3a51ddb3db340627
1970-02-10,27,,,36f6dfba41939907
1970-02-10,1999,,,c409ee930c1e51d9
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,172,,,3a51ddb3db340627
1970-02-10,172,,,c409ee930c1e51d9
1970-02-10,1990,,,3a51ddb3db340627
1970-02-10,18,,,36f6dfba41939907
1970-02-10,34,,,3a51ddb3db340627
1970-02-10,1992,,,c409ee930c1e51d9
1970-02-10,25,,,f65e0d95471c9549
1970-02-10,130,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,241,,,3a51ddb3db340627
1970-02-10,8,,,f65e0d95471c9549
1970-02-10,185,,,c409ee930c1e51d9
1970-02-10,180,,,f65e0d95471c9549
1970-02-10,46,,,c409ee930c1e51d9
1970-02-10,336,,,c409ee930c1e51d9
1970-02-10,68,,,f65e0d95471c9549
1970-02-10,4,,,f65e0d95471c9549
1970-02-10,82,,,f65e0d95471c9549
1970-02-10,124,,,c409ee930c1e51d9
1970-02-10,49,,,c409ee930c1e51d9
1970-02-10,21,,,f65e0d95471c9549
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,93,,,3a51ddb3db340627
1970-02-10,263,,,f65e0d95471c9549
1970-02-10,12,,,c409ee930c1e51d9
1970-02-10,2633,,,3a51ddb3db340627
1970-02-10,0,,,f65e0d95471c9549
1970-02-10,586,,,3a51ddb3db340627
1970-02-10,2138,,,3a51ddb3db340627
1970-02-10,45,,,c409ee930c1e51d9
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,34,,,f445ecf6f36567fe
1970-02-10,25,,,c409ee930c1e51d9
1970-02-10,5,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,6,,,c409ee930c1e51d9
1970-02-10,25,,,f445ecf6f36567fe
1970-02-10,8,,,f445ecf6f36567fe
1970-02-10,24,,,c409ee930c1e51d9
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,0,,,f445ecf6f36567fe
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,1,,,3a51ddb3db340627
1970-02-10,67,,,3a51ddb3db340627
1970-02-10,185,,,f445ecf6f36567fe
1970-02-10,73,,,f445ecf6f36567fe
1970-02-10,74,,,c409ee930c1e51d9
1970-02-10,215,,,c409ee930c1e51d9
1970-02-10,84,,,3a51ddb3db340627
1970-02-10,279,,,f445ecf6f36567fe
1970-02-10,264,,,c409ee930c1e51d9
1970-02-10,24,,,3a51ddb3db340627
1970-02-10,125,,,f445ecf6f36567fe
1970-02-10,122,,,c409ee930c1e51d9
1970-02-10,4,,,f445ecf6f36567fe
1970-02-10,4,,,c409ee930c1e51d9
1970-02-10,70,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,115,,,c409ee930c1e51d9
1970-02-10,168,,,f445ecf6f36567fe
1970-02-10,90,,,f445ecf6f36567fe
1970-02-10,92,,,c409ee930c1e51d9
1970-02-10,4,,,c409ee930c1e51d9
1970-02-10,44,,,f445ecf6f36567fe
1970-02-10,45,,,c409ee930c1e51d9
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,18,,,f445ecf6f36567fe
1970-02-10,2,,,c409ee930c1e51d9
1970-02-10,18,,,f445ecf6f36567fe
1970-02-10,15,,,c409ee930c1e51d9
1970-02-10,7,,,3a51ddb3db340627
1970-02-10,177,,,f445ecf6f36567fe
1970-02-10,121,,,c409ee930c1e51d9
1970-02-10,2,,,3a51ddb3db340627
1970-02-10,250,,,3a51ddb3db340627
1970-02-10,428,,,f445ecf6f36567fe
1970-02-10,473,,,c409ee930c1e51d9
1970-02-10,47,,,f445ecf6f36567fe
1970-02-10,34,,,c409ee930c1e51d9
1970-02-10,1,,,3a51ddb3db340627
1970-02-10,25,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,9,,,3a51ddb3db340627
1970-02-10,65,,,f445ecf6f36567fe
1970-02-10,64,,,c409ee930c1e51d9
1970-02-10,0,,,f445ecf6f36567fe
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,53,,,f445ecf6f36567fe
1970-02-10,54,,,c409ee930c1e51d9
1970-02-10,113,,,f445ecf6f36567fe
1970-02-10,70,,,3a51ddb3db340627
1970-02-10,174,,,c409ee930c1e51d9
1970-02-10,0,,,f445ecf6f36567fe
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,0,,,f445ecf6f36567fe
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,49,,,f445ecf6f36567fe
1970-02-10,22,,,c409ee930c1e51d9
1970-02-10,5,,,3a51ddb3db340627
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,7,,,f445ecf6f36567fe
1970-02-10,5,,,c409ee930c1e51d9
1970-02-10,0,,,3a51ddb3db340627
1970-02-10,12,,,f445ecf6f36567fe
1970-02-10,3,,,c409ee930c1e51d9
1970-02-10,1,,,f445ecf6f36567fe
1970-02-10,1,,,c409ee930c1e51d9
1970-02-10,0,,,f445ecf6f36567fe
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,0,,,f445ecf6f36567fe
1970-02-10,0,,,c409ee930c1e51d9
1970-02-10,22,,,f445ecf6f36567fe
1970-02-10,22,,,c409ee930c1e51d9
1970-02-10,1,,,f445ecf6f36567fe
